ProductCategoryID,CategoryName,ProductSubCategoryID,SubCategoryName,ProductID,ProductName,SellingPrice,Weight_KG,Product description,Image_source,Image_Confidence,Image_Status,Corrected_Image_Source
DEC07,"Dairy, eggs & chilled",DEC07-CD02,Cheese & dairy products,DEC07-CD02-P0008,BALCONI MIX MILK CREAM,1.99,,"Balconi Mix Milk Cream is a cheese or dairy product offering creamy texture and versatile use in UK meals.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.99 for UK retail and wholesale supply.
Ideal for sandwiches, cooking, snacking and chilled dairy displays.
Suitable for supermarkets, delis and catering suppliers.
Keep refrigerated where applicable for food safety.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0177,BALCONI STRAWBERRY 280G,1.59,0.28,"Balconi Strawberry 280G is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 280g.
Listed at £1.59 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
BPN09,"Bakery, pasta & noodles",BPN09-PM03,Pasta & macaroni,BPN09-PM03-P0002,BAMBINO MACARONI,1.49,,"Bambino Macaroni is a pasta product suited to Italian, fusion and everyday family meal preparation.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.49 for UK retail and wholesale supply.
Ideal for boiling, baking and sauce-based recipes.
Suitable for mainstream pasta aisles and world food ranges.
A dependable staple for grocery and catering supply.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
BPN09,"Bakery, pasta & noodles",BPN09-NM02,Noodles & instant meals,BPN09-NM02-P0008,BAMBINO VERMICELLI 400G,1.99,0.4,"Bambino Vermicelli 400G is a noodle or instant meal product offering quick, satisfying flavour for busy UK customers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 400g.
Listed at £1.99 for UK retail and wholesale supply.
Ideal for students, offices, takeaways and family quick meals.
Suitable for world food instant and noodle fixtures.
A fast-moving line for convenience and ethnic retailers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-CL04,Household cleaning,HPC08-CL04-P0008,BAMBOO KITCHEN TOOL,3.99,,"Bamboo Kitchen Tool is a disposable or packaging item suited to catering, retail food service and household convenience.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £3.99 for UK retail and wholesale supply.
Ideal for takeaways, events, catering and shop operations.
Suitable for cash-and-carry and hospitality supply ranges.
A practical non-food essential for mixed wholesalers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-DP06,Disposables & packaging,HPC08-DP06-P0023,BAMBOO SKEWERS,1.99,,"Bamboo Skewers is a disposable or packaging item suited to catering, retail food service and household convenience.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.99 for UK retail and wholesale supply.
Ideal for takeaways, events, catering and shop operations.
Suitable for cash-and-carry and hospitality supply ranges.
A practical non-food essential for mixed wholesalers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0178,BANANA CHIPS,4.99,,"Banana Chips are specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/007/789/039/9934/front_en.9.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/007/789/039/9934/front_en.9.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0179,BANANA FRY,2.99,,"Banana Fry is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.99 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/070/756/870/7463/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/070/756/870/7463/front_en.3.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0180,BANANA IDIYAPPAM,2.69,,"Banana Idiyappam is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.69 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0181,BANANA ROLLERS,1.79,,"Banana Rollers are specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.79 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0182,BANANS,2.59,,"Banans are specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.59 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/024/037/930/3030/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/024/037/930/3030/front_en.3.400.jpg
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0035,BANGTHAI CHI VEG 160G,2.99,0.16,"Bangthai Chi Veg 160G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 160g.
Listed at £2.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-ND07,"Nuts, dry fruits & seeds",DGS01-ND07-P0014,BARAKAH MABROUM DATES,2.49,,"Barakah Mabroum Dates is a premium nut, seed or dried fruit product ideal for snacking, cooking and festive preparations.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.49 for UK retail and wholesale supply.
Perfect for desserts, trail mixes, baking and traditional sweets.
Popular during Ramadan, Diwali and other seasonal retail peaks.
A high-demand line for world food and health food sections.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
BPN09,"Bakery, pasta & noodles",BPN09-BO04,Breakfast cereals & oats,BPN09-BO04-P0004,BARNYARD MILLET,3.29,,"Barnyard Millet is a breakfast cereal or oats product providing a convenient start to the day for UK households.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £3.29 for UK retail and wholesale supply.
Ideal for family breakfast and healthy eating ranges.
Suitable for cereal aisles and wholefood sections.
Popular with schools, homes and hospitality breakfast service.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/890/408/351/6460/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/890/408/351/6460/front_en.3.400.jpg
CSP06,"Condiments, sauces & pickles",CSP06-SC02,"Sauces, ketchup & cooking sauces",CSP06-SC02-P0003,BARON BARBQUE SAUCE 510G,2.99,0.51,"Baron Barbque Sauce 510G is a sauce or condiment that enhances flavour in everyday meals and professional kitchen menus.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 510g.
Listed at £2.99 for UK retail and wholesale supply.
Ideal for grilling, dipping, stir-fries and recipe bases.
Suitable for world food and mainstream sauce fixtures.
A versatile line for retail and food service customers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/001/340/991/8104/front_en.46.400.jpg,75,CORRECT,https://images.openfoodfacts.org/images/products/001/340/991/8104/front_en.46.400.jpg
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0036,BARON BLAZING H SAU 155M,2.99,,"Baron Blazing H Sau 155M is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
CSP06,"Condiments, sauces & pickles",CSP06-PC01,Pickles & chutneys,CSP06-PC01-P0007,BARON CASSAREEP,5.99,,"Baron Cassareep is a pickle or chutney that adds tangy, spiced flavour as a condiment or cooking ingredient.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £5.99 for UK retail and wholesale supply.
Ideal alongside curries, rice dishes, sandwiches and snacks.
A staple for South Asian and world food condiment aisles.
Perfect for retail jars and catering squeeze or bulk supply.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/073/355/392/2252/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/073/355/392/2252/front_en.3.400.jpg
CSP06,"Condiments, sauces & pickles",CSP06-SC02,"Sauces, ketchup & cooking sauces",CSP06-SC02-P0004,BARON HOT SAUCE W I 155G,2.99,0.155,"Baron Hot Sauce W I 155G is a sauce or condiment that enhances flavour in everyday meals and professional kitchen menus.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 155g.
Listed at £2.99 for UK retail and wholesale supply.
Ideal for grilling, dipping, stir-fries and recipe bases.
Suitable for world food and mainstream sauce fixtures.
A versatile line for retail and food service customers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
CSP06,"Condiments, sauces & pickles",CSP06-SC02,"Sauces, ketchup & cooking sauces",CSP06-SC02-P0005,BARON HOT SAUCE W I 397G,3.99,0.397,"Baron Hot Sauce W I 397G is a sauce or condiment that enhances flavour in everyday meals and professional kitchen menus.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 397g.
Listed at £3.99 for UK retail and wholesale supply.
Ideal for grilling, dipping, stir-fries and recipe bases.
Suitable for world food and mainstream sauce fixtures.
A versatile line for retail and food service customers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0037,BARON MIX ESSENCE,2.99,,"Baron Mix Essence is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
BEV03,Beverages,BEV03-SD03,Soft drinks & fizzy drinks,BEV03-SD03-P0006,BARR BUBBLEGUM,1.19,,"Barr Bubblegum is a refreshing soft drink ideal for chilled retail and food service beverage ranges across the UK.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.19 for UK retail and wholesale supply.
Perfect for family meals, parties and on-the-go refreshment.
Suitable for fridge and ambient soft drinks fixtures.
A high-rotation line for supermarkets and convenience stores.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/500/038/210/1444/front_en.16.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/500/038/210/1444/front_en.16.400.jpg
BEV03,Beverages,BEV03-SD03,Soft drinks & fizzy drinks,BEV03-SD03-P0007,BARR CREAM SODA,1.19,,"Barr Cream Soda is a refreshing soft drink ideal for chilled retail and food service beverage ranges across the UK.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.19 for UK retail and wholesale supply.
Perfect for family meals, parties and on-the-go refreshment.
Suitable for fridge and ambient soft drinks fixtures.
A high-rotation line for supermarkets and convenience stores.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/500/038/211/2921/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/500/038/211/2921/front_en.3.400.jpg
BEV03,Beverages,BEV03-SD03,Soft drinks & fizzy drinks,BEV03-SD03-P0008,BARR ORANGEADE,1.19,,"Barr Orangeade is a refreshing soft drink ideal for chilled retail and food service beverage ranges across the UK.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.19 for UK retail and wholesale supply.
Perfect for family meals, parties and on-the-go refreshment.
Suitable for fridge and ambient soft drinks fixtures.
A high-rotation line for supermarkets and convenience stores.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
BEV03,Beverages,BEV03-SD03,Soft drinks & fizzy drinks,BEV03-SD03-P0009,BARR RASPBERRYADE 330ML,1,,"Barr Raspberryade 330ML is a refreshing soft drink ideal for chilled retail and food service beverage ranges across the UK.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 330ml.
Listed at £1.00 for UK retail and wholesale supply.
Perfect for family meals, parties and on-the-go refreshment.
Suitable for fridge and ambient soft drinks fixtures.
A high-rotation line for supermarkets and convenience stores.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-WS05,Whole spices & herbs,DGS01-WS05-P0006,BASIL 50G,1.99,0.05,"Basil 50G is a whole spice or herb ingredient that brings fresh aroma and authentic flavour when ground or tempered.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 50g.
Listed at £1.99 for UK retail and wholesale supply.
Perfect for tempering, grinding and traditional spice blends.
Essential for curries, pickles, rice dishes and marinades.
A must-stock item for world food and specialist grocery ranges.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/520/025/233/1838/front_en.3.400.jpg,100,CORRECT,https://images.openfoodfacts.org/images/products/520/025/233/1838/front_en.3.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0183,BASIL SEED MANGO D DRINK,1.69,,"Basil Seed Mango D Drink is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.69 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/885/876/802/9106/front_fr.4.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/885/876/802/9106/front_fr.4.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0184,BASIL SEEDS KIWI,1.69,,"Basil Seeds Kiwi is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.69 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-WS05,Whole spices & herbs,DGS01-WS05-P0007,BASIL SEEDS PISTHACHIO,1.49,,"Basil Seeds Pisthachio is a whole spice or herb ingredient that brings fresh aroma and authentic flavour when ground or tempered.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.49 for UK retail and wholesale supply.
Perfect for tempering, grinding and traditional spice blends.
Essential for curries, pickles, rice dishes and marinades.
A must-stock item for world food and specialist grocery ranges.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-WS05,Whole spices & herbs,DGS01-WS05-P0008,BASIL SEEDS ROSE FALUDA,1.69,,"Basil Seeds Rose Faluda is a whole spice or herb ingredient that brings fresh aroma and authentic flavour when ground or tempered.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.69 for UK retail and wholesale supply.
Perfect for tempering, grinding and traditional spice blends.
Essential for curries, pickles, rice dishes and marinades.
A must-stock item for world food and specialist grocery ranges.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-GV03,"Gourds, pods & vegetables",FRP04-GV03-P0183,BASMA COLCASIA TARO 400G,1,0.4,"Basma Colcasia Taro 400G is fresh vegetables offering wholesome nutrition and authentic flavour for diverse UK cuisines.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 400g.
Listed at £1.00 for UK retail and wholesale supply.
Ideal for curries, stir-fries, roasts and traditional recipes.
Popular with South Asian, African and Caribbean customer bases.
Suitable for fresh produce counters and wholesale catering.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-WS05,Whole spices & herbs,DGS01-WS05-P0009,BAY LEAVES20G,1.39,0.02,"Bay Leaves20g is a whole spice or herb ingredient that brings fresh aroma and authentic flavour when ground or tempered.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 20g.
Listed at £1.39 for UK retail and wholesale supply.
Perfect for tempering, grinding and traditional spice blends.
Essential for curries, pickles, rice dishes and marinades.
A must-stock item for world food and specialist grocery ranges.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-WS05,Whole spices & herbs,DGS01-WS05-P0010,BAYLEAVES,2.49,,"Bayleaves is a whole spice or herb ingredient that brings fresh aroma and authentic flavour when ground or tempered.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.49 for UK retail and wholesale supply.
Perfect for tempering, grinding and traditional spice blends.
Essential for curries, pickles, rice dishes and marinades.
A must-stock item for world food and specialist grocery ranges.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/004/141/500/5310/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/004/141/500/5310/front_en.3.400.jpg
HPC08,Household & personal care,HPC08-PT01,Personal care & toiletries,HPC08-PT01-P0003,BBY BATH,1.5,,"Bby Bath is a personal care or toiletry product for everyday hygiene and grooming needs.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.50 for UK retail and wholesale supply.
Ideal for health and beauty aisles and convenience ranges.
Suitable for households, hotels and retail multipacks.
A practical non-food line for mixed wholesalers and retailers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-DP06,Disposables & packaging,HPC08-DP06-P0024,BEAD STORAGE,1.99,,"Bead Storage is a disposable or packaging item suited to catering, retail food service and household convenience.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.99 for UK retail and wholesale supply.
Ideal for takeaways, events, catering and shop operations.
Suitable for cash-and-carry and hospitality supply ranges.
A practical non-food essential for mixed wholesalers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-CL04,Household cleaning,HPC08-CL04-P0009,BECKMAN WAS MACH CLEN,2.99,,"Beckman Was Mach Clen is a household cleaning product designed to help maintain hygienic, fresh home and workplace environments.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.99 for UK retail and wholesale supply.
Ideal for kitchens, bathrooms and general surface cleaning.
Suitable for supermarket household and cash-and-carry ranges.
A repeat-purchase line for independent retailers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-CL04,Household cleaning,HPC08-CL04-P0010,BED BUG KILLER,2.49,,"Bed Bug Killer is a household cleaning product designed to help maintain hygienic, fresh home and workplace environments.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.49 for UK retail and wholesale supply.
Ideal for kitchens, bathrooms and general surface cleaning.
Suitable for supermarket household and cash-and-carry ranges.
A repeat-purchase line for independent retailers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-HM07,Health & OTC medicines,HPC08-HM07-P0005,BEECHAMB COLDFLU LH 8S,2.99,,"Beechamb Coldflu Lh 8S is an over-the-counter health product supporting everyday wellness and minor ailment relief.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.99 for UK retail and wholesale supply.
Ideal for pharmacy, health and convenience store ranges.
Suitable for household medicine cabinets and travel kits.
Always read the label and follow UK usage guidance.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-HM07,Health & OTC medicines,HPC08-HM07-P0006,BEECHAMBS FLU PLUS,3.99,,"Beechambs Flu Plus is an over-the-counter health product supporting everyday wellness and minor ailment relief.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £3.99 for UK retail and wholesale supply.
Ideal for pharmacy, health and convenience store ranges.
Suitable for household medicine cabinets and travel kits.
Always read the label and follow UK usage guidance.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-HM07,Health & OTC medicines,HPC08-HM07-P0007,BEECHAMS ALLINONE 16TAB,3.49,,"Beechams Allinone 16TAB is an over-the-counter health product supporting everyday wellness and minor ailment relief.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £3.49 for UK retail and wholesale supply.
Ideal for pharmacy, health and convenience store ranges.
Suitable for household medicine cabinets and travel kits.
Always read the label and follow UK usage guidance.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FMR05,"Frozen, meat & ready-to-cook",FMR05-FM01,Frozen meat & poultry,FMR05-FM01-P0016,BEEF CUTLET,1,,"Beef Cutlet is a frozen meat or poultry product offering reliable protein for UK retail and catering customers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.00 for UK retail and wholesale supply.
Ideal for grills, curries, roasts and ready-meal preparation.
Suitable for freezer sections and halal or world food ranges.
Store frozen and cook thoroughly before serving.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/931/076/172/9623/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/931/076/172/9623/front_en.3.400.jpg
FMR05,"Frozen, meat & ready-to-cook",FMR05-FM01,Frozen meat & poultry,FMR05-FM01-P0017,BEEF JERKY ORIGI I25G,1.99,0.025,"Beef Jerky Origi I25g is a frozen meat or poultry product offering reliable protein for UK retail and catering customers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 25g.
Listed at £1.99 for UK retail and wholesale supply.
Ideal for grills, curries, roasts and ready-meal preparation.
Suitable for freezer sections and halal or world food ranges.
Store frozen and cook thoroughly before serving.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/425/109/740/2888/front_en.79.400.jpg,75,CORRECT,https://images.openfoodfacts.org/images/products/425/109/740/2888/front_en.79.400.jpg
